fid,X,Y,area_no,name,type,era,year,place_1,place_2,detail,note_1,note_2,note_3,area,surveyed,description,photo,public_relations,confirmed,primary_image,height,width,depth,shape,material,inscription,statue_height,color,contradiction,need_action,status
"146",139.5406405878,36.2446762574,"264",弘安七年一尊板碑,,弘安7年,"1284",城町,,市立図書館,華瓶1個,,,館林,,,,,FALSE,,,,,,,,,,,,
"147",139.5407093016,36.2447502887,"265",弘安九年弥陀板碑(侭田信彦氏旧蔵),,弘安9年,"1286",城町,,館林市第一資料館,種子 キリーク,"隠刻銘、県史No,116、飯塚資料No,7、資料館目録：A-35-13",2013年、市史調査で現存,館林,,,,,FALSE,,75,23,,,,,,,,,
"148",139.5406566391,36.2447415619,"266",永仁元年釈迦一尊板碑(大島字山王出土､鈴木晃雄氏旧蔵),,永仁1年,"1293",城町,,館林市第一資料館,種子 バク,"隠刻銘、県史No,160、資料館目録：A-15－11",2013年、市史調査で現存,館林,,,,,FALSE,,58,21.5,,,,,,,,,
"149",139.53388056,36.25448333,"52",不動まんだら板碑,,永仁5年,"1297",台宿町,,五宝寺,種子 キリーク,,,館林,2021/1/4,,@,,TRUE,"32",122,36,,,,,,,,,
"150",139.5406827321,36.2448109318,"267",嘉元三年弥陀一尊板碑,,嘉元3年,"1305",城町,,市立図書館,種子 キリーク,,,館林,,,,,FALSE,,,,,,,,,,,,
"151",139.5406520949,36.2446387736,"268",嘉元四年弥陀一尊,,嘉元4年,"1306",城町,,館林市第一資料館,種子 キリーク,"隠刻銘、県史No,259、寸法：74×22.5、資料館目録：A-35-15",2013年、市史調査で現存,館林,,,,,FALSE,,,,,,,,,,,,
"152",139.5408175196,36.2448369082,"269",徳治元年釈迦板碑(川島巳之吉氏旧蔵),,徳治元年,"1306",城町,,館林市第一資料館,種子 バク,"隠刻銘、県史No,267、寸法：39.5×17.5、飯塚資料No,149、資料館目録：A-35-16、『群』徳治元年、現物未確認",2013年、市史調査で現存,館林,,,,,FALSE,,,,,,,,,,,,
"153",139.5406228526,36.2448154584,"270",正和三年弥陀一尊真言板碑(足次小新田出土),,正和3年,"1314",城町,,館林市第一資料館,種子 キリーク、光明真言、下欠,"隠刻銘、県史No,364、資料館目録：A-15-12",2013年、市史調査で現存,館林,,,,,FALSE,,72.5,27,,,,,,,,,
"154",139.5336481088,36.2464243862,"152",正和五年弥陀真言板碑,,正和5年,"1316",本町二丁目,,三森 洋三,種子 キリーク,,,館林,,,,,FALSE,,49,20,,,,,,,,,
"156",139.5407058426,36.2446247901,"272",元享四年板碑(多々良武藤弘道氏（武藤医院）旧蔵),,元享4年,"1324",城町,,館林市第一資料館,下欠,"隠刻銘、県史No,529、飯塚資料No,39、資料館目録：A-15-16",2013年、市史調査で現存,館林,,,,,FALSE,,36.5,17.5,,,,,,,,,
"157",139.5408292006,36.2447049739,"273",元徳三年弥陀真言板碑(武藤医院旧蔵),,元徳3年,"1331",城町,,館林市第一資料館,種子 キリーク、光明真言、下欠,"隠刻銘、県史No,684、資料館目録：A-15-14",2013年、市史調査で現存,館林,,,,,FALSE,,37,18,,,,,,,,,
"158",139.5407870081,36.2448465154,"203",建武五年弥陀一尊板碑(大手町寺島凱氏旧蔵),,建武5年,"1338",城町,,館林市第一資料館,種子 キリーク,"隠刻銘、県史No,747、飯塚資料No,63、資料館目録：A-35-28",2013年、市史調査で現存,館林,,,,,FALSE,,48.5,17,,,,,,,,,
"159",139.5406757793,36.2447018383,"274",暦応二年弥陀真言板碑(日向字多々良出土､武藤医院旧蔵),,暦応2年,"1339",城町,,館林市第一資料館,種子 キリーク、光明真言、上下二石に分割,"隠刻銘、県史No,857、資料館目録：A-15-15",2013年、市史調査で現存,館林,,,,,FALSE,,53.5,17,,,,,,,,,
"160",139.5406541133,36.2446946622,"275",暦応三年弥陀三尊板碑,,暦応3年,"1340",城町,,市立図書館,華瓶1個　弥陀三尊,,,館林,,,,,FALSE,,,,,,,,,,,,
"161",139.5407076579,36.2447343424,"276",暦応四年弥陀板碑,,暦応4年,"1341",城町,,館林市第一資料館,種子 キリーク、右上欠,"隠刻銘、県史No,878、飯塚資料No,68、資料館目録：A-35-18",2013年、市史調査で現存,館林,,,,,FALSE,,47,20,,,,,,,,,
"162",139.5406043066,36.2447005067,"277",観応三年真言板碑,,観応3年,"1352",城町,,市立図書館,華瓶1対　光明真言,,,館林,,,,,FALSE,,,,,,,,,,,,
"163",139.5408748798,36.2448194562,"278",延文二年板碑(侭田信彦氏旧蔵),,延文2年,"1357",城町,,館林市第一資料館,上欠,"隠刻銘、県史No,1226、資料館目録：A-35-19",2013年、市史調査で現存,館林,,,,,FALSE,,26,16.5,,,,,,,,,
"164",139.5407949437,36.2447964611,"279",延文三年弥陀真言板碑,,延文3年,"1358",城町,,市立図書館,光明真言,寸法：51×21.5,2013年、市史調査で現存,館林,,,,,FALSE,,,,,,,,,,,,
"165",139.5337056594,36.2463786858,"153",応安五年真言板碑,,応安5年,"1372",本町二丁目,,三森 洋三,光明真言,,,館林,,,,,FALSE,,37,21,,,,,,,,,
"166",139.5406527409,36.2447070873,"280",永和二年弥陀板碑(侭田信彦氏旧蔵),,永和2年,"1376",城町,,館林市第一資料館,種子 キリーク,"隠刻銘、県史No,1525、飯塚資料No,95、資料館目録：A-35-20、年号と干支一致せず",2013年、市史調査で現存,館林,,,,,FALSE,,61.5,19,,,,,,,,,
"167",139.5407227694,36.2447491589,"281",応永四年弥陀板碑,,応永4年,"1397",城町,,館林市第一資料館,種子 キリーク、花瓶一対,隠刻銘、資料館目録：A-35-21,2013年、市史調査で現存,館林,,,,,FALSE,,29,16.5,,,,,,,,,
"168",139.5406708115,36.2447948878,"282",応永三十年弥陀板碑(板倉町増田氏寄贈),,応永30年,"1423",城町,,館林市第一資料館,種子 キリーク、上下二石に分割,"隠刻銘、県史No,1783、資料館目録：A-25-4,A-25-8",2013年、市史調査で現存,館林,,,,,FALSE,,68.5,21.5,,,,,,,,,
"169",139.5408757389,36.2448196764,"283",応永三十二年弥陀一尊板碑(板倉町増田氏寄贈),,応永32年,"1425",城町,,館林市第一資料館,種子 キリーク,"隠刻銘、県史No,1786、資料館目録：A-25-5",2013年、市史調査で現存,館林,,,,,FALSE,,60.5,21,,,,,,,,,
"170",139.5406704568,36.2446778319,"284",応永弥陀一尊板碑(館林市図書館),,応永年間,1394～1427,城町,,館林市第一資料館(板倉町大字岩田より出土),種子 キリーク、下部欠,寸法：21×15.5,2013年、市史調査で現存,館林,,,,,FALSE,,,,,,,,,,,,
"171",139.5407634247,36.2446225008,"285",永享六年大日一尊板碑(板倉町増田氏寄贈),,永享6年,"1434",城町,,館林市第一資料館,種子 バン,"隠刻銘、県史No,1812、資料館目録：A-25-6",2013年、市史調査で現存,館林,,,,,FALSE,,54,18,,,,,,,,,
"172",139.5407313717,36.2446384008,"286",嘉吉四年一尊板碑(板倉町増田氏寄贈),,嘉吉4年,"1444",城町,,館林市第一資料館,増房禅門,"隠刻銘、県史No,1825、資料館目録：A-25-7",2013年、市史調査で現存,館林,,,,,FALSE,,20,15.5,,,,,,,,,
"173",139.5408544793,36.2446489076,"287",文安四年弥陀一尊板碑,,文安4年,"1447",城町,,市立図書館,種子 キリーク,,,館林,,,,,FALSE,,,,,,,,,,,,
"174",139.5336579634,36.2464934599,"154",享徳四年大日一尊板碑,,享徳4年,"1455",本町二丁目,,三森 洋三,種子 バン,,,館林,,,,,FALSE,,38,15,,,,,,,,,
"175",139.5406582177,36.2448390282,"288",文明九年弥陀板碑(侭田信彦氏旧蔵),,文明9年,"1477",城町,,館林市第一資料館,種子 キリーク,"隠刻銘、県史No,1862、飯塚資料No,126、資料館目録：A-35-22",2013年、市史調査で現存,館林,,,,,FALSE,,48,15,,,,,,,,,
"176",139.5336071616,36.2464335209,"137",弥陀浮彫板碑,,不明,　,本町二丁目,,後藤 太嘉次,弥陀一尊陽刻,,,館林,,,,,FALSE,,,,,,,,,,,,
"177",139.5407380333,36.24478252,"289",図書館板碑（1）,,不明,,城町,,市立図書館,種子 キリーク,,,館林,,,,,FALSE,,,,,,,,,,,,
"178",139.5408703847,36.2448555184,"290",図書館板碑（2）,,不明,,城町,,市立図書館,,,,館林,,,,,FALSE,,,,,,,,,,,,
"179",139.5389244905,36.251657753,"3",円教寺板碑（1）,,不明,,朝日町,,円教寺,天蓋、種子 キリーク,,,館林,,,,,FALSE,,,,,,,,,,,,
"180",139.539054767,36.251736801,"4",円教寺板碑（2）,,不明,,朝日町,,円教寺,種子 キリーク,,,館林,,,,,FALSE,,,,,,,,,,,,
"181",139.5390935182,36.2516419047,"5",円教寺板碑（3）,,不明,,朝日町,,円教寺,弥陀三尊,,,館林,,,,,FALSE,,,,,,,,,,,,
"182",139.5679011322,36.2433414063,"7",善導寺宝篋印塔（1）,,慶長11年,"1606",楠町,,善導寺,,,,郷谷,,,,,FALSE,,,,,,,,,,,,
"183",139.5678254037,36.243402244,"8",善導寺宝篋印塔（2）,,寛永元年,"1624",楠町,,善導寺,相輪欠,,,郷谷,,,,,FALSE,,,,,,,,,,,,
"184",139.5679460003,36.2434395191,"9",善導寺宝篋印塔（3）,,寛永2年,"1625",楠町,,善導寺,,,,郷谷,,,,,FALSE,,,,,,,,,,,,
"185",139.5678394633,36.2434654551,"10",善導寺宝篋印塔（4）,,寛永9年,"1632",楠町,,善導寺,,,,郷谷,,,,,FALSE,,,,,,,,,,,,
"186",139.5677100092,36.2433377557,"11",善導寺宝篋印塔（5）,,寛永9年,"1632",楠町,,善導寺,,,,郷谷,,,,,FALSE,,,,,,,,,,,,
"187",139.5679112547,36.2432863026,"12",善導寺宝篋印塔（6）,,寛永9年,"1632",楠町,,善導寺,,,,郷谷,,,,,FALSE,,,,,,,,,,,,
"188",139.5678670374,36.2433382101,"13",善導寺宝篋印塔（7）,,寛永12年,"1635",楠町,,善導寺,,,,郷谷,,,,,FALSE,,,,,,,,,,,,
"189",139.5677348506,36.24323117,"14",善導寺宝篋印塔（8）,,寛永12年,"1635",楠町,,善導寺,,,,郷谷,,,,,FALSE,,,,,,,,,,,,
"190",139.5679258394,36.2433006364,"15",善導寺宝篋印塔（9）,,寛永14年,"1637",楠町,,善導寺,,,,郷谷,,,,,FALSE,,,,,,,,,,,,
"191",139.5679602119,36.2433323645,"16",善導寺宝篋印塔（10）,,寛永15年,"1638",楠町,,善導寺,,,,郷谷,,,,,FALSE,,,,,,,,,,,,
"192",139.5678068112,36.2434598607,"17",善導寺宝篋印塔（11）,,寛永15年,"1638",楠町,,善導寺,榊原康政の墓、県・指定,,,郷谷,,,,,FALSE,,,,,,,,,,,,
"193",139.5678066598,36.2433695221,"18",善導寺宝篋印塔（12）,,寛永15年,"1638",楠町,,善導寺,,,,郷谷,,,,,FALSE,,,,,,,,,,,,
"194",139.5677130601,36.2434763755,"19",善導寺宝篋印塔（13）,,寛永19年,"1642",楠町,,善導寺,,,,郷谷,,,,,FALSE,,,,,,,,,,,,
"195",139.5678325792,36.243331702,"20",善導寺宝篋印塔（14）,,正保元年,"1644",楠町,,善導寺,,,,郷谷,,,,,FALSE,,,,,,,,,,,,
"196",139.5679468568,36.2432418118,"21",善導寺宝篋印塔（15）,,承應2年,"1653",楠町,,善導寺,榊原2年康勝生母の墓,,,郷谷,,,,,FALSE,,,,,,,,,,,,
"197",139.5679384905,36.2433769986,"22",善導寺宝篋印塔（16）,,明暦3年,"1657",楠町,,善導寺,,,,郷谷,,,,,FALSE,,,,,,,,,,,,
"198",139.5677897708,36.2434755542,"23",善導寺宝篋印塔（17）,,寛文4年,"1664",楠町,,善導寺,,,,郷谷,,,,,FALSE,,,,,,,,,,,,
"199",139.5678786088,36.2432614388,"24",善導寺宝篋印塔（18）,,不明,,楠町,,善導寺,,,,郷谷,,,,,FALSE,,,,,,,,,,,,
"200",139.5677698554,36.2434143203,"25",善導寺宝篋印塔（19）,,不明,,楠町,,善導寺,,,,郷谷,,,,,FALSE,,,,,,,,,,,,
"201",139.5679390136,36.2434003725,"26",善導寺宝篋印塔（20）,,不明,,楠町,,善導寺,相輪欠,,,郷谷,,,,,FALSE,,,,,,,,,,,,
"202",139.5677546273,36.243428438,"27",善導寺宝篋印塔（21）,,不明,,楠町,,善導寺,〃,,,郷谷,,,,,FALSE,,,,,,,,,,,,
"203",139.53156667,36.24651667,"146",大道寺宝篋印塔（1）,,元和6年,"1620",本町二丁目,,大道寺,塔身のみ,,,館林,2020/12/5,,@,,TRUE,"54",,,,,,,,,,,
"204",139.5312226256,36.2466770553,"147",大道寺宝篋印塔（2）,,寛永10年,"1633",本町二丁目,,大道寺,塔身のみ,,,館林,,,,,FALSE,,,,,,,,,,,,
"205",139.5311728233,36.2465841003,"148",大道寺宝篋印塔（3）,,寛永10年,"1633",本町二丁目,,大道寺,塔身のみ,,,館林,,,,,FALSE,,,,,,,,,,,,
"206",139.53132838,36.2466429132,"149",大道寺宝篋印塔（4）,,不明,,本町二丁目,,大道寺,笠 2個,,,館林,,,,,FALSE,,,,,,,,,,,,
"207",139.5311635037,36.2466198971,"150",大道寺宝篋印塔（5）,,不明,,本町二丁目,,大道寺,相輪 3個,,,館林,,,,,FALSE,,,,,,,,,,,,
"208",139.53429722,36.25420833,"53",種子不明板碑,,延文年間,1356～1361,台宿町,,五宝寺,,,,館林,2021/1/4,,@,,TRUE,"55",,,,,,,,,,,
"209",139.5342283352,36.2548407339,"54",五宝寺宝篋印塔（2）,,寛永10年,"1633",台宿町,,五宝寺,塔身のみ,,,館林,,,,,FALSE,,,,,,,,,,,,
"210",139.5341631943,36.2547565159,"55",五宝寺宝篋印塔（3）,,慶安2年,"1649",台宿町,,五宝寺,,,,館林,,,,,FALSE,,,,,,,,,,,,
"211",139.5341527109,36.2548627624,"56",五宝寺宝篋印塔（4）,,昭和9年,"1934",台宿町,,五宝寺,陀羅尼塔,,,館林,,,,,FALSE,,,,,,,,,,,,
"212",139.5341391177,36.2549211889,"57",五宝寺宝篋印塔（5）,,不明,,台宿町,,五宝寺,,,,館林,,,,,FALSE,,,,,,,,,,,,
"213",139.52927222,36.25299167,"114",法泉寺宝篋印塔（1）,,寛永10年,"1633",西本町,,法泉寺,,,,館林,2021/1/4,,@,,TRUE,"56",,,,,,,,,,,
"214",139.52926667,36.25299722,"115",法泉寺宝篋印塔（2）,,寛永11年,"1634",西本町,,法泉寺,,,,館林,2021/1/4,,@,,TRUE,"57",,,,,,,,,,,
"215",139.52929722,36.25299722,"116",法泉寺宝篋印塔（3）,,寛永12年,"1635",西本町,,法泉寺,,,,館林,2021/1/4,,@,,TRUE,"58",,,,,,,,,,,
"216",139.5293859846,36.2534245979,"117",法泉寺宝篋印塔（4）,,寛永12年,"1635",西本町,,法泉寺,,,,館林,,,,,FALSE,,,,,,,,,,,,
"217",139.5293511568,36.2532198495,"118",法泉寺宝篋印塔（5）,,寛永16年,"1638",西本町,,法泉寺,,,,館林,,,,,FALSE,,,,,,,,,,,,
"218",139.5293240193,36.2534331639,"119",法泉寺宝篋印塔（6）,,寛永16年,"1639",西本町,,法泉寺,塔身のみ,,,館林,,,,,FALSE,,,,,,,,,,,,
"219",139.5293220496,36.2534232949,"120",法泉寺宝篋印塔（7）,,不明,,西本町,,法泉寺,塔身 1個　笠 1個　相輪 5個,,,館林,,,,,FALSE,,,,,,,,,,,,
"220",139.53783611,36.25153333,"26",法高寺宝篋印塔（1）,,寛永13年,"1636",朝日町,,法高寺,,,,館林,2021/1/4,,@,,TRUE,"59",,,,,,,,,,,
"221",139.5379886971,36.2521106105,"27",法高寺宝篋印塔（2）,,寛永15年,"1638",朝日町,,法高寺,,,,館林,,,,,FALSE,,,,,,,,,,,,
"222",139.53803611,36.25164722,"28",法高寺宝篋印塔（3）,,寛永16年,"1639",朝日町,,法高寺,,,,館林,2021/1/4,,@,,TRUE,"60",,,,,,,,,,,
"223",139.53803611,36.25162778,"29",法高寺宝篋印塔（4）,,明治21年,"1888",朝日町,,法高寺,,,,館林,2021/1/4,,@,,TRUE,"61",,,,,,,,,,,
"224",139.53206955,36.249306172,"189",千眼寺宝篋印塔（1）,,明暦2年,"1656",仲町,,千眼寺,,,,館林,,,,,FALSE,,,,,,,,,,,,
"225",139.5319746331,36.2492502357,"190",千眼寺宝篋印塔（2）,,寛文3年,"1663",仲町,,千眼寺,,,,館林,,,,,FALSE,,,,,,,,,,,,
"226",139.5319036446,36.2492556037,"191",千眼寺宝篋印塔（3）,,寛文11年,"1671",仲町,,千眼寺,,,,館林,,,,,FALSE,,,,,,,,,,,,
"227",139.5319308071,36.2490676222,"192",千眼寺宝篋印塔（4）,,寛文13年,"1673",仲町,,千眼寺,,,,館林,,,,,FALSE,,,,,,,,,,,,
"228",139.5319170781,36.2492956255,"199",千眼寺宝篋印塔（5）,,寛延2年,"1749",仲町,,千眼寺,陀羅尼塔,,,館林,,,,,FALSE,,,,,,,,,,,,
"229",139.5320856857,36.2491886032,"200",千眼寺宝篋印塔（6）,,不明,　,仲町,,千眼寺,,,,館林,,,,,FALSE,,,,,,,,,,,,
"230",139.527630719,36.2503628515,"105",応声寺宝篋印塔（1）,,元禄5年,"1692",西本町,,応声寺,塔身のみ,,,館林,,,,,FALSE,,,,,,,,,,,,
"231",139.54609444,36.25049444,"222",教王院宝篋印塔（1）,,宝暦14年,"1764",加法師町,,教王院,〃,,,館林,2020/12/5,,@,,TRUE,"63",,,,,,,,,,,
"232",139.5389605208,36.2516160556,"6",円教寺宝篋印塔（1）,,応永20年,"1413",朝日町,,円教寺,笠・塔身のみ,,,館林,,,,,FALSE,,,,,,,,,,,,
"233",139.5388977269,36.2516297664,"7",円教寺宝篋印塔（2）,,寛永7年,"1630",朝日町,,円教寺,笠・塔身のみ,,,館林,,,,,FALSE,,,,,,,,,,,,
"234",139.5389677947,36.2515057688,"8",円教寺宝篋印塔（3）,,慶安元年,"1648",朝日町,,円教寺,笠・塔身のみ,,,館林,,,,,FALSE,,,,,,,,,,,,
"235",139.538933831,36.2516241332,"9",円教寺宝篋印塔（4）,,不明,,朝日町,,円教寺,笠 2個,,,館林,,,,,FALSE,,,,,,,,,,,,
"236",139.5390074809,36.2517117134,"10",円教寺宝篋印塔（5）,,不明,,朝日町,,円教寺,塔身 3個,,,館林,,,,,FALSE,,,,,,,,,,,,
"237",139.53911667,36.24496667,"155",竹生島神社入口道標,道標,明治12年,"1879",本町三丁目,,竹生島神社入口,碑型,,,館林,2020/11/28,,@,Nov-13,TRUE,"64",120,20,13,,,,,,,,
"238",139.54615278,36.2452,"215",尾曳神社入口道標,道標,明治44年,"1911",尾曳町,,尾曳神社入口,柱型,,,館林,,@,@,May-14,TRUE,"65",,,,,,,,,,,
"239",139.53390278,36.24801944,"298",館林町道路元標,道標,大正14年,"1925",城町,,市立図書館前(元大辻),厚碑型,,,館林,,@,@,Nov-14,TRUE,"66",,,,,,,,,,,
"240",139.5379771087,36.2521260346,"30",天和名号塔,,天和3年,"1683",朝日町,,法高寺,厚碑型,,,館林,,,,,FALSE,,,,,,,,,,,,
"241",139.52773611,36.25018333,"106",廊應名号塔,,貞享5年,"1688",西本町,,応声寺,柱型、笠付き,,,館林,2021/1/4,,@,,TRUE,"67",,,,,,,,,,,
"242",139.536625,36.25153889,"39",法輪寺閻魔大王,,元禄6年,"1693",朝日町,,法輪寺,浮彫,,,館林,2021/1/4,,@,,TRUE,"68",,,,座像,,,,,,,
"243",139.52769167,36.25009167,"107",覚阿名号塔,,元禄7年,"1694",西本町,,応声寺,柱型、笠付き,,,館林,2021/1/4,,@,,TRUE,"69",,,,,,,,,,,
"244",139.5321418172,36.2500649456,"181",正徳回国供養塔,,正徳元年,"1711",仲町,,常光寺,柱型,,,館林,,,,,FALSE,,,,,,,,,,,,
"245",139.5679511697,36.2433642036,"28",正徳六十六部供養塔,,正徳5年,"1715",楠町,,善導寺,厚碑型,,,郷谷,,,,,FALSE,,,,,,,,,,,,
"246",139.567888074,36.2434116004,"29",円光大師,,享保3年,"1718",楠町,,善導寺,丸彫,,,郷谷,,,,,FALSE,,,,,立像,,,,,,,
"247",139.5381920212,36.2521165365,"31",享保名号塔,,享保10年,"1725",朝日町,,法高寺,厚碑型,,,館林,,,,,FALSE,,,,,,,,,,,,
"248",139.53616944,36.25234722,"49",寒念仏供養塔,,享保14年,"1729",台宿町,,熊野神社,柱型,H9墓地工事で移動,,館林,2021/1/4,,@,,TRUE,"70",,,,,,,,,,,
"249",139.54606389,36.25060556,"221",光明真言供養塔,,享保17年,"1732",加法師町,,教王院,柱型,,,館林,2020/12/5,,@,,TRUE,"71",,,,,,,,,,,
"250",139.5321722852,36.2500216993,"182",寛保百萬遍供養塔,,寛保元年,"1741",仲町,,常光寺,柱型,,,館林,,,,,FALSE,,,,,,,,,,,,
"251",139.5293721098,36.2532931298,"121",宝暦六十六部供養塔,,宝暦10年,"1760",西本町,,法泉寺,駒型,,,館林,,,,,FALSE,,,,,,,,,,,,
"252",139.5353825913,36.2503209561,"129",安永回国供養塔,,安永5年,"1776",本町一丁目,,琴平神社,柱型,,,館林,,,,,FALSE,,,,,,,,,,,,
"253",139.5274547532,36.2503047635,"108",応声寺疱瘡神,,天明2年,"1782",西本町,,応声寺,石祠型,,,館林,,,,,FALSE,,,,,,,,,,,,
"254",139.531839542,36.2421772118,"162",南無大師遍照金剛塔,,文政8年,"1825",本町四丁目,,龍泉寺,柱型,,,館林,,,,,FALSE,,,,,,,,,,,,
"255",139.5320643828,36.2493379683,"193",文政回国供養塔,,文政10年,"1827",仲町,,千眼寺,柱型,,,館林,,,,,FALSE,,,,,,,,,,,,
"256",139.53884167,36.25075,"11",円教寺名号塔,,文政12年,"1829",朝日町,,円教寺,柱型,,,館林,2020/11/28,,@,,TRUE,"73",,,,,,,,,,,
"257",139.5321162062,36.2491987603,"197",丈助回国供養塔,,明治2年,"1869",仲町,,千眼寺,柱型,,,館林,,,,,FALSE,,,,,,,,,,,,
"258",139.53650833,36.25125,"40",戒壇石,,明治44年,"1911",朝日町,,法輪寺,柱型,,,館林,2021/1/4,,@,,TRUE,"74",,,,,,,,,,,
"259",139.5273820531,36.2505387,"109",応声寺山王權現,,不明,,西本町,,応声寺,丸彫,,,館林,,,,,FALSE,,,,,,,,,,,,
"260",139.53902778,36.25141111,"12",六百遠忌報恩塔,,不明,,朝日町,,円教寺,宝塔,供養→報恩へ変更,,館林,2021/1/4,,@,,TRUE,"76",,,,,,,,,,,
"261",139.53146944,36.24642222,"151",大道寺名号塔,,不明,　,本町二丁目,,大道寺,自然石（間知石）,,,館林,2020/12/5,,@,,TRUE,"77",,,,,,,,,,,
"262",139.5732290123,36.2588982024,"59",千塚寛文釈迦如来,如来像,寛文9年,"1669",千塚町,,千塚墓地,北向き,,,郷谷,,,,,FALSE,,122,57,54,蓮台に丸彫座像,石造,"(敷茄子)壬十月十五日
寛文九己酉年
念佛供養
千塚村
上劦館林",94,,,,
"263",139.5617770983,36.2450958051,"147",土橋丸彫り地蔵尊,地蔵菩薩像,寛永6年,"1629",当郷町,,薬師堂,丸彫,,,郷谷,,,,,FALSE,,,,,立像,,,,,,,
"264",139.5752963834,36.2506583265,"168",四ツ谷正徳地蔵尊,地蔵菩薩像,正徳6年,"1716",四ツ谷町,,稲荷神社前,丸彫,,,郷谷,,,,,FALSE,,,,,立像,,,,,,,
"265",139.5559740186,36.2460187092,"68",善長寺寛保地蔵尊,地蔵菩薩像,寛保3年,"1743",当郷町,,善長寺,丸彫,,,郷谷,,,,,FALSE,,,,,立像,,,,,,,
"266",139.5755231024,36.2507530117,"165",四ツ谷寛政地蔵尊,地蔵菩薩像,寛政7年,"1795",四ツ谷町,,稲荷神社前,丸彫,,,郷谷,,,,,FALSE,,,,,立像,,,,,,,
"267",139.5605171325,36.2595319728,"153",天保市左ヱ門地蔵尊,地蔵菩薩像,天保4年,"1833",細内町,,細内墓地,丸彫,,,郷谷,,,,,FALSE,,,,,立像,,,,,,,
