入力No.,地区No.,名称,種別,年代,西暦,所在地①,所在地②,詳細,備考①,備考②,備考③,参考文献,地区,調査日,解説,写真,広報,緯度（世界）,経度（世界）,緯度_度,緯度_分,緯度_秒,経度_度,経度_分,経度_秒
84,141,大道寺寛延地蔵尊,立像,寛延4年,1751,本町二丁目,,大道寺,丸彫,,高幅厚,③,館林,2020/12/5,,@,,36.24620000 ,139.53150000 ,36,14,46.21,139,31,53.41
102,142,喜市馬頭尊,,明治28年,1895,本町二丁目,,大道寺,自然石、文字,,高幅厚,③,館林,2020/12/5,,@,,36.24640000 ,139.53150000 ,36,14,47.07,139,31,53.53
123,143,天和庚申塔,,天和2年,1682,本町二丁目,,大道寺,舟型背面、像浮彫,,高幅厚,③,館林,2020/12/5,,@,,36.24620000 ,139.53150000 ,36,14,46.21,139,31,53.41
124,144,貞享庚申塔,,貞享3年,1686,本町二丁目,,大道寺,舟型背面、像浮彫,,高幅厚,③,館林,2020/12/5,,@,,36.24620000 ,139.53150000 ,36,14,46.21,139,31,53.41
138,145,柱型猿田彦大神,,明治42年,1909,本町二丁目,,大道寺,柱型、文字,,高幅厚,③,館林,,,,,0.00000000 ,0.00000000 ,　,　,　,　,　,　
203,146,大道寺宝篋印塔（1）,,元和6年,1620,本町二丁目,,大道寺,塔身のみ,,高幅厚,③,館林,2020/12/5,,@,,36.24650000 ,139.53160000 ,36,14,47.46,139,31,53.64
204,147,大道寺宝篋印塔（2）,,寛永10年,1633,本町二丁目,,大道寺,塔身のみ,,高幅厚,③,館林,,,,,0.00000000 ,0.00000000 ,,,,,,
205,148,大道寺宝篋印塔（3）,,寛永10年,1633,本町二丁目,,大道寺,塔身のみ,,高幅厚,③,館林,,,,,0.00000000 ,0.00000000 ,,,,,,
206,149,大道寺宝篋印塔（4）,,不明,,本町二丁目,,大道寺,笠 2個,,高幅厚,③,館林,,,,,0.00000000 ,0.00000000 ,,,,,,
207,150,大道寺宝篋印塔（5）,,不明,,本町二丁目,,大道寺,相輪 3個,,高幅厚,③,館林,,,,,0.00000000 ,0.00000000 ,,,,,,
261,151,大道寺名号塔,,不明,　,本町二丁目,,大道寺,自然石（間知石）,,高幅厚,③,館林,2020/12/5,,@,,36.24640000 ,139.53150000 ,36,14,47.07,139,31,53.53
154,152,正和五年弥陀真言板碑,,正和5年,1316,本町二丁目,,三森 洋三,種子 キリーク,,高49幅20,②438③,館林,,,,,0.00000000 ,0.00000000 ,　,　,　,　,　,　
165,153,応安五年真言板碑,,応安5年,1372,本町二丁目,,三森 洋三,光明真言,,高37幅21,②452③⑧957,館林,,,,,0.00000000 ,0.00000000 ,　,　,　,　,　,　
174,154,享徳四年大日一尊板碑,,享徳4年,1455,本町二丁目,,三森 洋三,種子 バン,,高38幅15,②460③⑧958,館林,,,,,0.00000000 ,0.00000000 ,　,　,　,　,　,　
237,155,竹生島神社入口道標,道標,明治12年,1879,本町三丁目,,竹生島神社入口,碑型,,高120幅20厚13,①②489③,館林,2020/11/28,,@,13/11,36.24500000 ,139.53910000 ,36,14,41.88,139,32,20.82
2,156,竹生島神社建営碑,碑,昭和61年,1986,本町三丁目,,竹生島神社境内,,,高83幅125厚32,①29,館林,2020/11/28,@,@,,36.24520000 ,139.53810000 ,36,14,42.54,139,32,17.22
3,157,神社記念碑,碑,大正5年,1916,本町三丁目,,竹生島神社境内,,,高183幅81厚4,①,館林,2020/11/28,,@,,36.24520000 ,139.53820000 ,36,14,42.58,139,32,17.42
4,158,城沼耕地整理記念碑,碑,昭和4年,1929,本町三丁目,,竹生島神社境内,,,高244幅94厚24,①24,館林,2020/11/28,@,@,18/7,36.24520000 ,139.53820000 ,36,14,42.57,139,32,17.59
99,159,下町馬頭尊,,明治9年,1876,本町四丁目,,館林信用金庫南支店前,自然石、文字,,高幅厚,③,館林,2020/11/28,,@,,36.24180000 ,139.53440000 ,36,14,30.39,139,32,3.76
125,160,龍泉寺元禄庚申塔,,元禄元年,1688,本町四丁目,,龍泉寺,柱型、像浮彫,,高幅厚,③,館林,2020/11/28,,@,,36.24210000 ,139.53150000 ,36,14,31.54,139,31,53.57
134,161,自然石庚申塔,,寛政12年,1800,本町四丁目,,龍泉寺,自然石、文字,,高幅厚,③,館林,2020/11/28,,@,,36.24210000 ,139.53150000 ,36,14,31.54,139,31,53.57
254,162,南無大師遍照金剛塔,,文政8年,1825,本町四丁目,,龍泉寺,柱型,,高幅厚,③,館林,,,,,0.00000000 ,0.00000000 ,　,　,　,　,　,　
136,163,天保庚申塔,,天保10年,1839,本町四丁目,,,柱型、像浮彫,,高幅厚,③,館林,,,,,0.00000000 ,0.00000000 ,　,　,　,　,　,　
1584,164,毘沙門堂修理記念碑,,明治41年,1908,本町四丁目,,竜泉寺境内,,,高167幅83厚20,①,館林,2020/11/28,,@,,36.23360000 ,139.53160000 ,36,14,1,139,31,53.66
1585,165,凱旋紀念碑,,明治32年,1899,本町四丁目,,竜泉寺境内,,,高184幅80厚19,①,館林,2020/11/28,,@,,36.24190000 ,139.53160000 ,36,14,30.93,139,31,53.59
1586,166,当寺中興碑,,昭和4年,1929,本町四丁目,,竜泉寺境内,,,高250幅103厚20,①,館林,2020/11/28,,@,,36.24210000 ,139.53160000 ,36,14,31.49,139,31,53.88
79,167,常念丸彫り地蔵尊,立像,享保3年,1718,仲町,,観性寺,丸彫,,高幅厚,③,館林,2020/11/28,,@,,36.24930000 ,139.52860000 ,36,14,57.39,139,31,43.06
105,168,観性寺如意輪塔,座像,明和4年,1767,仲町,,観性寺,丸彫,,高幅厚,③,館林,,,,,0.00000000 ,0.00000000 ,　,　,　,　,　,　
108,169,観性寺二十三夜塔,,天保14年,1843,仲町,,観性寺,柱型,,高幅厚,③,館林,2020/11/28,,@,,36.24930000 ,139.52860000 ,36,14,57.39,139,31,43.06
118,170,延宝観性寺庚申塔,,延宝5年,1677,仲町,,観性寺,舟型背面、像浮彫,,高幅厚,③,館林,2020/11/28,,@,,36.24930000 ,139.52860000 ,36,14,57.39,139,31,43.06
128,171,宝永観性寺庚申塔,,宝永元年,1704,仲町,,観性寺,舟型背面、像浮彫,,高幅厚,③,館林,2020/11/28,,@,,36.24930000 ,139.52860000 ,36,14,57.39,139,31,43.06
132,172,観性寺玉石庚申塔,,寛政11年,1799,仲町,,観性寺,玉石、文字,,高幅厚,③,館林,,,,,0.00000000 ,0.00000000 ,　,　,　,　,　,　
133,173,寛政玉石庚申塔,,寛政12年,1800,仲町,,観性寺,玉石、文字,,高幅厚,③,館林,2020/11/28,,@,,36.24940000 ,139.52870000 ,36,14,57.78,139,31,43.45
13,174,故二世川村米吉翁の碑,碑,明治44年,1911,仲町,,観性寺境内,,,高190幅97厚95,①,館林,,,,,0.00000000 ,0.00000000 ,　,　,　,　,　,　
14,175,川村米吉君の碑,碑,大正11年,1922,仲町,,観性寺境内,,,高225幅87厚13,①,館林,,,,,0.00000000 ,0.00000000 ,　,　,　,　,　,　
1573,176,阿弥陀三尊像,,不明,　,仲町,,常光寺,,,高61.5幅41,②486,館林,,,,,0.00000000 ,0.00000000 ,　,　,　,　,　,　
67,177,常光寺阿弥陀尊,立像,寛文10年,1670,仲町,,常光寺,丸彫,,高幅厚,③,館林,,,,,0.00000000 ,0.00000000 ,　,　,　,　,　,　
70,178,常光寺阿弥陀三尊,座像,不明,　,仲町,,常光寺,自然石、浮彫,,高幅厚,③,館林,,,,,0.00000000 ,0.00000000 ,　,　,　,　,　,　
97,179,源八馬頭尊,,天保12年,1841,仲町,,常光寺,柱型、文字,,高幅厚,③,館林,,,,,0.00000000 ,0.00000000 ,　,　,　,　,　,　
135,180,柱型文字庚申塔,,文化5年,1808,仲町,,常光寺,柱型、文字,,高幅厚,③,館林,,,,,0.00000000 ,0.00000000 ,　,　,　,　,　,　
244,181,正徳回国供養塔,,正徳元年,1711,仲町,,常光寺,柱型,,高幅厚,③,館林,,,,,0.00000000 ,0.00000000 ,　,　,　,　,　,　
250,182,寛保百萬遍供養塔,,寛保元年,1741,仲町,,常光寺,柱型,,高幅厚,③,館林,,,,,0.00000000 ,0.00000000 ,　,　,　,　,　,　
17,183,荒井閑窓句碑,碑,大正4年,1915,仲町,,常光寺境内,,,高227幅66厚12,①47,館林,2020/11/28,@,@,,36.24990000 ,139.53230000 ,36,14,59.74,139,31,56.23
18,184,石塚荘次郎君碑,碑,明治41年,1908,仲町,,常光寺境内,,,高189幅90厚15,①,館林,2020/11/28,,@,,36.24990000 ,139.53230000 ,36,14,59.74,139,31,56.23
19,185,横山見左句碑,碑,明治10年,1877,仲町,,常光寺境内,,,高70幅40厚18,①58,館林,,@,,,0.00000000 ,0.00000000 ,　,　,　,　,　,　
111,186,千眼寺不動尊,,不明,　,仲町,,千眼寺,像浮彫,,高幅厚,③,館林,,,,,0.00000000 ,0.00000000 ,　,　,　,　,　,　
114,187,千眼寺首なし三猿庚申塔,,寛文12年,1672,仲町,,千眼寺,舟型背面、像浮彫,,高幅厚,③,館林,,,,,0.00000000 ,0.00000000 ,　,　,　,　,　,　
119,188,千眼寺三猿庚申塔,,延宝7年,1679,仲町,,千眼寺,舟型背面、像浮彫,,高幅厚,③,館林,,,,,0.00000000 ,0.00000000 ,　,　,　,　,　,　
224,189,千眼寺宝篋印塔（1）,,明暦2年,1656,仲町,,千眼寺,,,高幅厚,③,館林,,,,,0.00000000 ,0.00000000 ,　,　,　,　,　,　
225,190,千眼寺宝篋印塔（2）,,寛文3年,1663,仲町,,千眼寺,,,高幅厚,③,館林,,,,,0.00000000 ,0.00000000 ,　,　,　,　,　,　
226,191,千眼寺宝篋印塔（3）,,寛文11年,1671,仲町,,千眼寺,,,高幅厚,③,館林,,,,,0.00000000 ,0.00000000 ,　,　,　,　,　,　
227,192,千眼寺宝篋印塔（4）,,寛文13年,1673,仲町,,千眼寺,,,高幅厚,③,館林,,,,,0.00000000 ,0.00000000 ,　,　,　,　,　,　
255,193,文政回国供養塔,,文政10年,1827,仲町,,千眼寺,柱型,,高幅厚,③,館林,,,,,0.00000000 ,0.00000000 ,　,　,　,　,　,　
90,194,千眼寺丸彫り地蔵尊,立像,不明,　,仲町,,千眼寺,丸彫,,高幅厚,③,館林,,,,,0.00000000 ,0.00000000 ,　,　,　,　,　,　
91,195,首なし丸彫り地蔵尊,立像,不明,　,仲町,,千眼寺,丸彫,,高幅厚,③,館林,,,,,0.00000000 ,0.00000000 ,　,　,　,　,　,　
106,196,恵順十九夜念仏供養塔,,明和6年,1769,仲町,,千眼寺,柱型、文字,,高幅厚,③,館林,,,,,0.00000000 ,0.00000000 ,　,　,　,　,　,　
257,197,丈助回国供養塔,,明治2年,1869,仲町,,千眼寺,柱型,,高幅厚,③,館林,,,,,0.00000000 ,0.00000000 ,　,　,　,　,　,　
15,198,寺門興隆之碑,碑,大正3年,1914,仲町,,千眼寺境内,,,高194幅89厚13,①,館林,2020/11/28,,@,,36.24900000 ,139.53190000 ,36,14,56.53,139,31,54.94
228,199,千眼寺宝篋印塔（5）,,寛延2年,1749,仲町,,千眼寺,陀羅尼塔,,高幅厚,③,館林,,,,,0.00000000 ,0.00000000 ,　,　,　,　,　,　
229,200,千眼寺宝篋印塔（6）,,不明,　,仲町,,千眼寺,,,高幅厚,③,館林,,,,,0.00000000 ,0.00000000 ,　,　,　,　,　,　
16,201,前町長銅像寄附者の碑,碑,,　,仲町,,中部公民館前,,,高273幅110厚18,①,館林,2020/11/28,,@,,36.24920000 ,139.53240000 ,36,14,57.25,139,31,56.46
72,1,寛永念仏地蔵尊,立像,寛永9年,1632,楠町,,善導寺,舟型背面、浮彫,,高幅厚,③,郷谷,,,,,0.00000000 ,0.00000000 ,,,,,,
75,2,応誉地蔵尊,立像,元禄7年,1694,楠町,,善導寺,丸彫,,高幅厚,③,郷谷,,,,,0.00000000 ,0.00000000 ,,,,,,
76,3,元禄甚地蔵尊,立像,元禄11年,1698,楠町,,善導寺,丸彫,,高幅厚,③,郷谷,,,,,0.00000000 ,0.00000000 ,,,,,,
78,4,善誉地蔵尊,立像,宝永8年,1711,楠町,,善導寺,丸彫,,高幅厚,③,郷谷,,,,,0.00000000 ,0.00000000 ,,,,,,
86,5,證雲地蔵尊,立像,天明元年,1781,楠町,,善導寺,丸彫,,高幅厚,③,郷谷,,,,,0.00000000 ,0.00000000 ,,,,,,
100,6,新門馬頭尊,,明治27年,1894,楠町,,善導寺,厚碑型、文字,,高幅厚,③,郷谷,,,,,0.00000000 ,0.00000000 ,,,,,,
182,7,善導寺宝篋印塔（1）,,慶長11年,1606,楠町,,善導寺,,,高幅厚,③,郷谷,,,,,0.00000000 ,0.00000000 ,,,,,,
183,8,善導寺宝篋印塔（2）,,寛永元年,1624,楠町,,善導寺,相輪欠,,高幅厚,③,郷谷,,,,,0.00000000 ,0.00000000 ,,,,,,
184,9,善導寺宝篋印塔（3）,,寛永2年,1625,楠町,,善導寺,,,高幅厚,③,郷谷,,,,,0.00000000 ,0.00000000 ,,,,,,
185,10,善導寺宝篋印塔（4）,,寛永9年,1632,楠町,,善導寺,,,高幅厚,③,郷谷,,,,,0.00000000 ,0.00000000 ,,,,,,
186,11,善導寺宝篋印塔（5）,,寛永9年,1632,楠町,,善導寺,,,高幅厚,③,郷谷,,,,,0.00000000 ,0.00000000 ,,,,,,
187,12,善導寺宝篋印塔（6）,,寛永9年,1632,楠町,,善導寺,,,高幅厚,③,郷谷,,,,,0.00000000 ,0.00000000 ,,,,,,
188,13,善導寺宝篋印塔（7）,,寛永12年,1635,楠町,,善導寺,,,高幅厚,③,郷谷,,,,,0.00000000 ,0.00000000 ,,,,,,
189,14,善導寺宝篋印塔（8）,,寛永12年,1635,楠町,,善導寺,,,高幅厚,③,郷谷,,,,,0.00000000 ,0.00000000 ,,,,,,
190,15,善導寺宝篋印塔（9）,,寛永14年,1637,楠町,,善導寺,,,高幅厚,③,郷谷,,,,,0.00000000 ,0.00000000 ,,,,,,
191,16,善導寺宝篋印塔（10）,,寛永15年,1638,楠町,,善導寺,,,高幅厚,③,郷谷,,,,,0.00000000 ,0.00000000 ,,,,,,
192,17,善導寺宝篋印塔（11）,,寛永15年,1638,楠町,,善導寺,榊原康政の墓、県・指定,,高幅厚,③,郷谷,,,,,0.00000000 ,0.00000000 ,,,,,,
193,18,善導寺宝篋印塔（12）,,寛永15年,1638,楠町,,善導寺,,,高幅厚,③,郷谷,,,,,0.00000000 ,0.00000000 ,,,,,,
194,19,善導寺宝篋印塔（13）,,寛永19年,1642,楠町,,善導寺,,,高幅厚,③,郷谷,,,,,0.00000000 ,0.00000000 ,,,,,,
195,20,善導寺宝篋印塔（14）,,正保元年,1644,楠町,,善導寺,,,高幅厚,③,郷谷,,,,,0.00000000 ,0.00000000 ,,,,,,
196,21,善導寺宝篋印塔（15）,,承應2年,1653,楠町,,善導寺,榊原2年康勝生母の墓,,高幅厚,③,郷谷,,,,,0.00000000 ,0.00000000 ,,,,,,
197,22,善導寺宝篋印塔（16）,,明暦3年,1657,楠町,,善導寺,,,高幅厚,③,郷谷,,,,,0.00000000 ,0.00000000 ,,,,,,
198,23,善導寺宝篋印塔（17）,,寛文4年,1664,楠町,,善導寺,,,高幅厚,③,郷谷,,,,,0.00000000 ,0.00000000 ,,,,,,
199,24,善導寺宝篋印塔（18）,,不明,,楠町,,善導寺,,,高幅厚,③,郷谷,,,,,0.00000000 ,0.00000000 ,,,,,,
200,25,善導寺宝篋印塔（19）,,不明,,楠町,,善導寺,,,高幅厚,③,郷谷,,,,,0.00000000 ,0.00000000 ,,,,,,
201,26,善導寺宝篋印塔（20）,,不明,,楠町,,善導寺,相輪欠,,高幅厚,③,郷谷,,,,,0.00000000 ,0.00000000 ,,,,,,
202,27,善導寺宝篋印塔（21）,,不明,,楠町,,善導寺,〃,,高幅厚,③,郷谷,,,,,0.00000000 ,0.00000000 ,,,,,,
245,28,正徳六十六部供養塔,,正徳5年,1715,楠町,,善導寺,厚碑型,,高幅厚,③,郷谷,,,,,0.00000000 ,0.00000000 ,,,,,,
246,29,円光大師,立像,享保3年,1718,楠町,,善導寺,丸彫,,高幅厚,③,郷谷,,,,,0.00000000 ,0.00000000 ,,,,,,
69,30,善導寺阿弥陀尊,座像,不明,,楠町,,善導寺,丸彫,,高幅厚,③,郷谷,,,,,0.00000000 ,0.00000000 ,,,,,,
1579,202,建武弥陀板碑,,建武元年,1334,大手町,鷹匠町,寺島 練二,光明真言,,高幅厚,⑧,館林,,,,,0.00000000 ,0.00000000 ,,,,,,
158,203,建武五年弥陀一尊板碑(大手町寺島凱氏旧蔵),,建武5年,1338,城町,,館林市第一資料館,種子 キリーク,"隠刻銘、県史No,747、飯塚資料No,63、資料館目録：A-35-28",高48.5幅17,②444③⑧956,館林,H25市史,,,,0.00000000 ,0.00000000 ,,,,,,
42,204,富春園碑,碑,明治20年,1887,尾曳町,,秋元別邸庭園内,,,高148幅78厚22,①,館林,,,,,0.00000000 ,0.00000000 ,,,,,,
43,205,藤牧義夫版画碑,碑,昭和53年,1978,尾曳町,,秋元別邸庭園内,,,高144幅90厚16,①,館林,,,@,19/4,36.40980833 ,139.91802500 ,36 ,24 ,35.31 ,139 ,54 ,64.89 
33,206,演芸殿新築記念碑,碑,昭和33年,1958,尾曳町,,尾曳稲荷神社境内,,,高310幅10厚20,①,館林,,,,,0.00000000 ,0.00000000 ,,,,,,
34,207,質実剛健忠誠信念碑,碑,昭和46年,1971,尾曳町,,尾曳稲荷神社境内,,,高280幅41厚35,①,館林,,,,,0.00000000 ,0.00000000 ,,,,,,
35,208,田山花袋歌碑,碑,昭和22年,1947,尾曳町,,尾曳稲荷神社境内,,,高180幅140厚17,①49,館林,,@,@,17/5,36.41398056 ,139.91794722 ,36 ,24 ,50.33 ,139 ,54 ,64.61 
36,209,神社標石,標石,昭和15年,1940,尾曳町,,尾曳稲荷神社境内,,,高290幅45厚45,①,館林,,,,,0.00000000 ,0.00000000 ,,,,,,
37,210,御成婚記念植樹之碑,碑,昭和43年,1968,尾曳町,,尾曳稲荷神社境内,,,高370幅160厚25,①,館林,,,,,0.00000000 ,0.00000000 ,,,,,,
38,211,献穀記念之碑,碑,昭和6年,1931,尾曳町,,尾曳稲荷神社境内,,,高216幅76厚15,①,館林,,,,,0.00000000 ,0.00000000 ,,,,,,
39,212,西脇呉石先生詩碑,碑,昭和50年,1975,尾曳町,,尾曳稲荷神社境内,,,高160幅70厚19,①,館林,,,,,0.00000000 ,0.00000000 ,,,,,,
40,213,西脇先生「花山公園」副碑,碑,昭和50年,1975,尾曳町,,尾曳稲荷神社境内,,,高55幅70厚5,①,館林,,,,,0.00000000 ,0.00000000 ,,,,,,
41,214,尾曳渡船場の和歌碑,碑,昭和46年,1971,尾曳町,,尾曳稲荷神社境内,,,高105幅135厚15,①,館林,,,,,0.00000000 ,0.00000000 ,,,,,,
238,215,尾曳神社入口道標,道標,明治44年,1911,尾曳町,,尾曳神社入口,柱型,,高幅厚,②489③,館林,,@,@,14/5,36.24520000 ,139.54615278 ,36 ,14 ,42.72 ,139 ,32 ,46.15 
94,216,教王院柱型六地蔵尊,立像,不明,,加法師町,,教王院,柱型、三面浮彫,,高幅厚,③,館林,,,,,0.00000000 ,0.00000000 ,,,,,,
107,217,曜華如意輪塔,,宝永3年,1774,加法師町,,教王院,舟型背面、像浮彫,,高幅厚,③,館林,2020/12/5,,@,,36.25060000 ,139.54600000 ,36,15,1.98,139,32,45.73
121,218,教王院三猿庚申塔,,延宝8年,1680,加法師町,,教王院,舟型背面、三猿浮彫,,高幅厚,③,館林,,,,,0.00000000 ,0.00000000 ,　,　,　,　,　,　
122,219,延宝夘月庚申塔,,延宝8年,1680,加法師町,,教王院,舟型背面、像浮彫,,高幅厚,③,館林,2020/12/5,,@,,36.25040000 ,139.54600000 ,36,15,1.42,139,32,45.63
127,220,元禄教王院庚申塔,,元禄10年,1697,加法師町,,教王院,柱笠型,,高幅厚,③,館林,2020/12/5,,@,,36.25060000 ,139.54600000 ,36,15,1.98,139,32,45.73
249,221,光明真言供養塔,,享保17年,1732,加法師町,,教王院,柱型,,高幅厚,③,館林,2020/12/5,,@,,36.25060000 ,139.54600000 ,36,15,1.98,139,32,45.73
231,222,教王院宝篋印塔（1）,,宝暦14年,1764,加法師町,,教王院,〃,,高幅厚,③,館林,2020/12/5,,@,,36.25050000 ,139.54610000 ,36,15,1.78,139,32,45.94
1422,223,阿弥陀三尊種子板碑,,徳治2年,1307,加法師町,,教王院,種子 キリーク他,,高27幅17,②436,館林,,,,,0.00000000 ,0.00000000 ,　,　,　,　,　,　
1566,224,宝篋印塔基礎銘,,永和4年,1378,加法師町,,教王院,,,高29幅42,②484,館林,,,,,0.00000000 ,0.00000000 ,,,,,,
1572,225,地蔵菩薩,坐像,室町時代,推定,加法師町,,教王院,,,高53幅41,②486,館林,,,,,0.00000000 ,0.00000000 ,,,,,,
1525,226,阿弥陀如来種子板碑,,不明,,加法師町,,教王院（高久 裕俊）,種子 キリーク,,高23幅21.5,②468,館林,,,,,0.00000000 ,0.00000000 ,,,,,,
1458,227,釈迦如来種子板碑,,延文3年,1358,加法師町,,教王院（高久 裕俊）,種子 バク,,高50幅19,②450⑧957,館林,,,,,0.00000000 ,0.00000000 ,,,,,,
1473,228,釈迦如来種子板碑,,永和5年,1379,加法師町,,教王院（高久 裕俊）,種子 バク,,高39幅21,②454⑧957,館林,,,,,0.00000000 ,0.00000000 ,,,,,,
1475,229,種子不明板碑,,康暦2年,1380,加法師町,,教王院（高久 裕俊）,,,高43幅21.5,②454⑧957,館林,,,,,0.00000000 ,0.00000000 ,,,,,,
1486,230,阿弥陀如来種子板碑,,応永年間,1394～1428,加法師町,,教王院（高久 裕俊）,種子 キリーク,,高27幅18,②458,館林,,,,,0.00000000 ,0.00000000 ,,,,,,
1581,231,康永弥陀板碑,,康永3年,1344,加法師町,,教王院,下半分欠,,高幅厚,⑧,館林,,,,,0.00000000 ,0.00000000 ,,,,,,
1517,232,種子不明板碑(文化振興課採取),,不明,,城町,（館林）,館林市第一資料館,板碑断片,館林城跡三の丸土塁出土、資料館目録：A-25-12,高12幅4,②468,館林,H25市史,,,,0.00000000 ,0.00000000 ,,,,,,
1512,233,阿弥陀三尊種子板碑,,不明,,城町,（赤羽）,市立資料館,種子 キリーク他,,高54幅27,②466,館林,,,,,0.00000000 ,0.00000000 ,,,,,,
1513,234,阿弥陀如来種子板碑,,不明,,城町,（赤羽）,市立資料館,種子 キリーク,,高59幅23,②466,館林,,,,,0.00000000 ,0.00000000 ,,,,,,
1518,235,阿弥陀如来種子板碑,,不明,,城町,（板倉）,市立資料館,種子 キリーク,,高29幅16,②468,館林,,,,,0.00000000 ,0.00000000 ,,,,,,
1582,236,延文弥陀板碑,,延文6年,1361,城町,,小林 清四郎,,,高幅厚,⑧,館林,,,,,0.00000000 ,0.00000000 ,,,,,,
25,237,秋元志朝頌徳碑,碑,明治29年,1896,城町,,三の丸内,,,高420幅227厚27,①37,館林,,@,@,20/3,36.41632778 ,139.90020556 ,36 ,24 ,58.78 ,139 ,54 ,0.74 
26,238,城沼墾田碑,碑,明治36年,1903,城町,,三の丸内,,,高276幅124厚17,①35,館林,,@,@,19/6,36.24506111 ,139.53995278 ,36 ,14 ,42.22 ,139 ,32 ,23.83 
27,239,高橋済翁の碑,碑,大正3年,1914,城町,,三の丸内,,,高350幅105厚15,①,館林,,,,,0.00000000 ,0.00000000 ,,,,,,
28,240,岡谷瑳磨介の碑,碑,明治42年,1909,城町,,三の丸内,,,高273幅125厚19,①32,館林,,@,@,18/1,36.41275000 ,139.90195833 ,36 ,24 ,45.90 ,139 ,54 ,7.05 
29,241,田中有文の碑,碑,明治20年,1887,城町,,三の丸内,,,高232幅137厚15,①,館林,,,,,0.00000000 ,0.00000000 ,,,,,,
30,242,東寧大屋氏の碑,碑,明治40年,1907,城町,,三の丸内,,,高270幅105厚14,①,館林,,,,,0.00000000 ,0.00000000 ,,,,,,
31,243,惺斉田中先生の碑,碑,昭和5年,1930,城町,,三の丸内,,,高330幅124厚22,①,館林,,,,,0.00000000 ,0.00000000 ,,,,,,
32,244,桜樹記念碑,碑,明治30年,1897,城町,,三の丸内,,,高280幅115厚20,①,館林,,,,,0.00000000 ,0.00000000 ,,,,,,
1570,245,多層塔軸部,坐像,室町時代,推定,城町,,つつじが岡第二公園,四方仏坐像,,高39幅31,②486,館林,,,,,0.00000000 ,0.00000000 ,,,,,,
1409,246,阿弥陀如来種子板碑(上三林小暮卯一郎氏旧蔵､向山恭弘氏寄贈),,永仁2年,1294,城町,,館林市第一資料館,種子 キリーク、下欠,"隠刻銘、県史No,166、飯塚資料No,11、資料館目録：A-35-33、",高50幅22.5,②434⑧955,館林,H25市史,,,,0.00000000 ,0.00000000 ,,,,,,
1463,247,阿弥陀如来種子板碑(向山恭弘氏寄贈),,貞治4年,1365,城町,,館林市第一資料館,種子 キリーク,"隠刻銘、県史No,1384、資料館目録：A-35-32",高60幅20,②450,館林,H25市史,,,,0.00000000 ,0.00000000 ,,,,,,
