入力No.,地区No.,名称,種別,年代,西暦,所在地①,所在地②,詳細,備考,備考,参考文献,調査日,解説,写真,広報,緯度（世界）,経度（世界）,重複文献①,重複文献②,経度_度,経度_分,経度_秒,緯度_度,緯度_分,緯度_秒
132,163,観性寺玉石庚申塔,　,寛政11年,1799,仲町,　,観性寺,玉石、文字,　,③,　,　,　,　,0.00000000 ,0.00000000 ,　,　,　,　,　,　,　,　
133,164,寛政玉石庚申塔,　,寛政12年,1800,仲町,　,観性寺,玉石、文字,　,③,2020/11/28,　,　,　,36.24940000 ,139.52870000 ,　,　,36,14,57.78,139,31,43.45
13,165,故二世川村米吉翁の碑,碑,明治44年,1911,仲町,　,観性寺境内,　,　,①,　,　,　,　,0.00000000 ,0.00000000 ,　,　,　,　,　,　,　,　
14,166,川村米吉君の碑,碑,大正11年,1922,仲町,　,観性寺境内,　,　,①,　,　,　,　,0.00000000 ,0.00000000 ,　,　,　,　,　,　,　,　
1573,167,阿弥陀三尊像,　,不明,　,仲町,　,常光寺,　,　,②,　,　,　,　,0.00000000 ,0.00000000 ,　,　,　,　,　,　,　,　
67,168,常光寺阿弥陀尊,立像,寛文10年,1670,仲町,　,常光寺,丸彫,　,③,　,　,　,　,0.00000000 ,0.00000000 ,　,　,　,　,　,　,　,　
70,169,常光寺阿弥陀三尊,座像,不明,　,仲町,　,常光寺,自然石、浮彫,　,③,　,　,　,　,0.00000000 ,0.00000000 ,　,　,　,　,　,　,　,　
97,170,源八馬頭尊,　,天保12年,1841,仲町,　,常光寺,柱型、文字,　,③,　,　,　,　,0.00000000 ,0.00000000 ,　,　,　,　,　,　,　,　
135,171,柱型文字庚申塔,　,文化5年,1808,仲町,　,常光寺,柱型、文字,　,③,　,　,　,　,0.00000000 ,0.00000000 ,　,　,　,　,　,　,　,　
244,172,正徳回国供養塔,　,正徳元年,1711,仲町,　,常光寺,柱型,　,③,　,　,　,　,0.00000000 ,0.00000000 ,　,　,　,　,　,　,　,　
250,173,寛保百萬遍供養塔,　,寛保元年,1741,仲町,　,常光寺,柱型,　,③,　,　,　,　,0.00000000 ,0.00000000 ,　,　,　,　,　,　,　,　
17,174,荒井閑窓句碑,碑,大正4年,1915,仲町,　,常光寺境内,　,　,①,2020/11/28,@,　,　,36.24990000 ,139.53230000 ,　,　,36,14,59.74,139,31,56.23
18,175,石塚荘次郎君碑,碑,明治41年,1908,仲町,　,常光寺境内,　,　,①,2020/11/28,　,　,　,36.24990000 ,139.53230000 ,　,　,36,14,59.74,139,31,56.23
19,176,横山見左句碑,碑,明治10年,1877,仲町,　,常光寺境内,　,　,①,　,@,　,　,0.00000000 ,0.00000000 ,　,　,　,　,　,　,　,　
111,177,千眼寺不動尊,　,不明,　,仲町,　,千眼寺,像浮彫,　,③,　,　,　,　,0.00000000 ,0.00000000 ,　,　,　,　,　,　,　,　
114,178,千眼寺首なし三猿庚申塔,　,寛文12年,1672,仲町,　,千眼寺,舟型背面、像浮彫,　,③,　,　,　,　,0.00000000 ,0.00000000 ,　,　,　,　,　,　,　,　
119,179,千眼寺三猿庚申塔,　,延宝7年,1679,仲町,　,千眼寺,舟型背面、像浮彫,　,③,　,　,　,　,0.00000000 ,0.00000000 ,　,　,　,　,　,　,　,　
224,180,千眼寺宝篋印塔（1）,　,明暦2年,1656,仲町,　,千眼寺,　,　,③,　,　,　,　,0.00000000 ,0.00000000 ,　,　,　,　,　,　,　,　
225,181,千眼寺宝篋印塔（2）,　,寛文3年,1663,仲町,　,千眼寺,　,　,③,　,　,　,　,0.00000000 ,0.00000000 ,　,　,　,　,　,　,　,　
226,182,千眼寺宝篋印塔（3）,　,寛文11年,1671,仲町,　,千眼寺,　,　,③,　,　,　,　,0.00000000 ,0.00000000 ,　,　,　,　,　,　,　,　
227,183,千眼寺宝篋印塔（4）,　,寛文13年,1673,仲町,　,千眼寺,　,　,③,　,　,　,　,0.00000000 ,0.00000000 ,　,　,　,　,　,　,　,　
255,184,文政回国供養塔,　,文政10年,1827,仲町,　,千眼寺,柱型,　,③,　,　,　,　,0.00000000 ,0.00000000 ,　,　,　,　,　,　,　,　
90,185,千眼寺丸彫り地蔵尊,立像,不明,　,仲町,　,千眼寺,丸彫,　,③,　,　,　,　,0.00000000 ,0.00000000 ,　,　,　,　,　,　,　,　
91,186,首なし丸彫り地蔵尊,立像,不明,　,仲町,　,千眼寺,丸彫,　,③,　,　,　,　,0.00000000 ,0.00000000 ,　,　,　,　,　,　,　,　
106,187,恵順十九夜念仏供養塔,　,明和6年,1769,仲町,　,千眼寺,柱型、文字,　,③,　,　,　,　,0.00000000 ,0.00000000 ,　,　,　,　,　,　,　,　
257,188,丈助回国供養塔,　,明治2年,1869,仲町,　,千眼寺,柱型,　,③,　,　,　,　,0.00000000 ,0.00000000 ,　,　,　,　,　,　,　,　
15,189,寺門興隆之碑,碑,大正3年,1914,仲町,　,千眼寺境内,　,　,①,2020/11/28,　,　,　,36.24900000 ,139.53190000 ,　,　,36,14,56.53,139,31,54.94
228,190,千眼寺宝篋印塔（5）,　,寛延2年,1749,仲町,　,千眼寺,陀羅尼塔,　,③,　,　,　,　,0.00000000 ,0.00000000 ,　,　,　,　,　,　,　,　
229,191,千眼寺宝篋印塔（6）,　,不明,　,仲町,　,千眼寺,　,　,③,　,　,　,　,0.00000000 ,0.00000000 ,　,　,　,　,　,　,　,　
16,192,前町長銅像寄附者の碑,碑,　,　,仲町,　,中部公民館前,　,　,①,2020/11/28,　,　,　,36.24920000 ,139.53240000 ,　,　,36,14,57.25,139,31,56.46
72,193,寛永念仏地蔵尊,立像,寛永9年,1632,楠町,,善導寺,舟型背面、浮彫,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
75,194,応誉地蔵尊,立像,元禄7年,1694,楠町,,善導寺,丸彫,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
76,195,元禄甚地蔵尊,立像,元禄11年,1698,楠町,,善導寺,丸彫,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
78,196,善誉地蔵尊,立像,宝永8年,1711,楠町,,善導寺,丸彫,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
86,197,證雲地蔵尊,立像,天明元年,1781,楠町,,善導寺,丸彫,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
100,198,新門馬頭尊,,明治27年,1894,楠町,,善導寺,厚碑型、文字,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
182,199,善導寺宝篋印塔（1）,,慶長11年,1606,楠町,,善導寺,,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
183,200,善導寺宝篋印塔（2）,,寛永元年,1624,楠町,,善導寺,相輪欠,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
184,201,善導寺宝篋印塔（3）,,寛永2年,1625,楠町,,善導寺,,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
185,202,善導寺宝篋印塔（4）,,寛永9年,1632,楠町,,善導寺,,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
186,203,善導寺宝篋印塔（5）,,寛永9年,1632,楠町,,善導寺,,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
187,204,善導寺宝篋印塔（6）,,寛永9年,1632,楠町,,善導寺,,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
188,205,善導寺宝篋印塔（7）,,寛永12年,1635,楠町,,善導寺,,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
189,206,善導寺宝篋印塔（8）,,寛永12年,1635,楠町,,善導寺,,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
190,207,善導寺宝篋印塔（9）,,寛永14年,1637,楠町,,善導寺,,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
191,208,善導寺宝篋印塔（10）,,寛永15年,1638,楠町,,善導寺,,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
192,209,善導寺宝篋印塔（11）,,寛永15年,1638,楠町,,善導寺,榊原康政の墓、県・指定,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
193,210,善導寺宝篋印塔（12）,,寛永15年,1638,楠町,,善導寺,,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
194,211,善導寺宝篋印塔（13）,,寛永19年,1642,楠町,,善導寺,,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
195,212,善導寺宝篋印塔（14）,,正保元年,1644,楠町,,善導寺,,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
196,213,善導寺宝篋印塔（15）,,承應2年,1653,楠町,,善導寺,榊原2年康勝生母の墓,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
197,214,善導寺宝篋印塔（16）,,明暦3年,1657,楠町,,善導寺,,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
198,215,善導寺宝篋印塔（17）,,寛文4年,1664,楠町,,善導寺,,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
199,216,善導寺宝篋印塔（18）,,不明,,楠町,,善導寺,,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
200,217,善導寺宝篋印塔（19）,,不明,,楠町,,善導寺,,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
201,218,善導寺宝篋印塔（20）,,不明,,楠町,,善導寺,相輪欠,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
202,219,善導寺宝篋印塔（21）,,不明,,楠町,,善導寺,〃,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
245,220,正徳六十六部供養塔,,正徳5年,1715,楠町,,善導寺,厚碑型,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
246,221,円光大師,立像,享保3年,1718,楠町,,善導寺,丸彫,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
69,222,善導寺阿弥陀尊,座像,不明,,楠町,,善導寺,丸彫,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1579,223,建武弥陀板碑,,建武元年,1334,大手町,鷹匠町,寺島 練二,光明真言,,⑧,,,,,0.00000000 ,0.00000000 ,,,,,,,,
158,224,建武五年弥陀一尊板碑,,建武5年,1338,大手町,,寺島 凱,種子 キリーク,,②③⑧,,,,,0.00000000 ,0.00000000 ,"市史 特別編4 P.444 No,62","市誌 歴史編 P.956 No,41",,,,,,
42,225,富春園碑,碑,明治20年,1887,尾曳町,,秋元別邸庭園内,,,①,,,,,0.00000000 ,0.00000000 ,,,,,,,,
43,226,藤牧義夫版画碑,碑,昭和53年,1978,尾曳町,,秋元別邸庭園内,,,①,,,,,0.00000000 ,0.00000000 ,,,,,,,,
33,227,演芸殿新築記念碑,碑,昭和33年,1958,尾曳町,,尾曳稲荷神社境内,,,①,,,,,0.00000000 ,0.00000000 ,,,,,,,,
34,228,質実剛健忠誠信念碑,碑,昭和46年,1971,尾曳町,,尾曳稲荷神社境内,,,①,,,,,0.00000000 ,0.00000000 ,,,,,,,,
35,229,田山花袋歌碑,碑,昭和22年,1947,尾曳町,,尾曳稲荷神社境内,,,①,,@,,,0.00000000 ,0.00000000 ,,,,,,,,
36,230,神社標石,標石,昭和15年,1940,尾曳町,,尾曳稲荷神社境内,,,①,,,,,0.00000000 ,0.00000000 ,,,,,,,,
37,231,御成婚記念植樹之碑,碑,昭和43年,1968,尾曳町,,尾曳稲荷神社境内,,,①,,,,,0.00000000 ,0.00000000 ,,,,,,,,
38,232,献穀記念之碑,碑,昭和6年,1931,尾曳町,,尾曳稲荷神社境内,,,①,,,,,0.00000000 ,0.00000000 ,,,,,,,,
39,233,西脇呉石先生詩碑,碑,昭和50年,1975,尾曳町,,尾曳稲荷神社境内,,,①,,,,,0.00000000 ,0.00000000 ,,,,,,,,
40,234,西脇先生「花山公園」副碑,碑,昭和50年,1975,尾曳町,,尾曳稲荷神社境内,,,①,,,,,0.00000000 ,0.00000000 ,,,,,,,,
41,235,尾曳渡船場の和歌碑,碑,昭和46年,1971,尾曳町,,尾曳稲荷神社境内,,,①,,,,,0.00000000 ,0.00000000 ,,,,,,,,
238,236,尾曳神社入口道標,道標,明治44年,1911,尾曳町,,尾曳神社入口,柱型,,②③,広報紙連載,,,@,0.00000000 ,0.00000000 ,"市史 特別編4 P.489 No,2",,,,,,,
94,237,教王院柱型六地蔵尊,立像,不明,,加法師町,,教王院,柱型、三面浮彫,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
107,238,曜華如意輪塔,　,宝永3年,1774,加法師町,　,教王院,舟型背面、像浮彫,　,③,2020/12/5,　,　,　,36.25060000 ,139.54600000 ,　,　,36,15,1.98,139,32,45.73
121,239,教王院三猿庚申塔,　,延宝8年,1680,加法師町,　,教王院,舟型背面、三猿浮彫,　,③,　,　,　,　,0.00000000 ,0.00000000 ,　,　,　,　,　,　,　,　
122,240,延宝夘月庚申塔,　,延宝8年,1680,加法師町,　,教王院,舟型背面、像浮彫,　,③,2020/12/5,　,　,　,36.25040000 ,139.54600000 ,　,　,36,15,1.42,139,32,45.63
127,241,元禄教王院庚申塔,　,元禄10年,1697,加法師町,　,教王院,柱笠型,　,③,2020/12/5,　,　,　,36.25060000 ,139.54600000 ,　,　,36,15,1.98,139,32,45.73
249,242,光明真言供養塔,　,享保17年,1732,加法師町,　,教王院,柱型,　,③,2020/12/5,　,　,　,36.25060000 ,139.54600000 ,　,　,36,15,1.98,139,32,45.73
231,243,教王院宝篋印塔（1）,　,宝暦14年,1764,加法師町,　,教王院,〃,　,③,2020/12/5,　,　,　,36.25050000 ,139.54610000 ,　,　,36,15,1.78,139,32,45.94
1422,244,阿弥陀三尊種子板碑,　,徳治2年,1307,加法師町,　,教王院,種子 キリーク他,　,②,　,　,　,　,0.00000000 ,0.00000000 ,　,　,　,　,　,　,　,　
1566,245,宝篋印塔基礎銘,,永和4年,1378,加法師町,,教王院,,,②,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1572,246,地蔵菩薩,坐像,室町時代,推定,加法師町,,教王院,,,②,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1525,247,阿弥陀如来種子板碑,,不明,,加法師町,,教王院（高久 裕俊）,種子 キリーク,,②,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1458,248,釈迦如来種子板碑,,延文3年,1358,加法師町,,教王院（高久 裕俊）,種子 バク,,②⑧,,,,,0.00000000 ,0.00000000 ,"市誌 歴史編 P.957 No,62",,,,,,,
1473,249,釈迦如来種子板碑,,永和5年,1379,加法師町,,教王院（高久 裕俊）,種子 バク,,②⑧,,,,,0.00000000 ,0.00000000 ,"市誌 歴史編 P.957 No,79",,,,,,,
1475,250,種子不明板碑,,康暦2年,1380,加法師町,,教王院（高久 裕俊）,,,②⑧,,,,,0.00000000 ,0.00000000 ,"市誌 歴史編 P.957 No,81？",,,,,,,
1486,251,阿弥陀如来種子板碑,,応永年間,1394～1428,加法師町,,教王院（高久 裕俊）,種子 キリーク,,②,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1581,252,康永弥陀板碑,,康永3年,1344,加法師町,,教王院,下半分欠,,⑧,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1517,253,種子不明板碑,,不明,,城町,（館林）,市立資料館,,,②,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1512,254,阿弥陀三尊種子板碑,,不明,,城町,（赤羽）,市立資料館,種子 キリーク他,,②,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1513,255,阿弥陀如来種子板碑,,不明,,城町,（赤羽）,市立資料館,種子 キリーク,,②,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1518,256,阿弥陀如来種子板碑,,不明,,城町,（板倉）,市立資料館,種子 キリーク,,②,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1582,257,延文弥陀板碑,,延文6年,1361,城町,,小林 清四郎,,,⑧,,,,,0.00000000 ,0.00000000 ,,,,,,,,
25,258,秋元志朝頌徳碑,碑,明治29年,1896,城町,,三の丸内,,,①,,@,,,0.00000000 ,0.00000000 ,,,,,,,,
26,259,城沼墾田碑,碑,明治36年,1903,城町,,三の丸内,,,①,,@,,,0.00000000 ,0.00000000 ,,,,,,,,
27,260,高橋済翁の碑,碑,大正3年,1914,城町,,三の丸内,,,①,,,,,0.00000000 ,0.00000000 ,,,,,,,,
28,261,岡谷瑳磨介の碑,碑,明治42年,1909,城町,,三の丸内,,,①,,@,,,0.00000000 ,0.00000000 ,,,,,,,,
29,262,田中有文の碑,碑,明治20年,1887,城町,,三の丸内,,,①,,,,,0.00000000 ,0.00000000 ,,,,,,,,
30,263,東寧大屋氏の碑,碑,明治40年,1907,城町,,三の丸内,,,①,,,,,0.00000000 ,0.00000000 ,,,,,,,,
31,264,惺斉田中先生の碑,碑,昭和5年,1930,城町,,三の丸内,,,①,,,,,0.00000000 ,0.00000000 ,,,,,,,,
32,265,桜樹記念碑,碑,明治30年,1897,城町,,三の丸内,,,①,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1570,266,多層塔軸部,坐像,室町時代,推定,城町,,つつじが岡第二公園,四方仏坐像,,②,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1409,267,阿弥陀如来種子板碑,,永仁2年,1294,城町,,市立資料館,種子 キリーク,,②,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1463,268,阿弥陀如来種子板碑,,貞治4年,1365,城町,,市立資料館,種子 キリーク,,②,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1465,269,阿弥陀如来種子板碑,,貞治年間,1362～1368,城町,,市立資料館,種子 キリーク,,②,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1467,270,阿弥陀如来種子板碑,,永和3年,1377,城町,,市立資料館,種子 キリーク,,②,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1499,271,阿弥陀如来種子板碑,,不明,,城町,,市立資料館,種子 キリーク,,②⑧,,,,,0.00000000 ,0.00000000 ,"市誌 歴史編 P.956 No,48",,,,,,,
1501,272,阿弥陀如来種子板碑,,不明,,城町,,市立資料館,種子 キリーク,,②,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1514,273,阿弥陀如来種子板碑,,不明,,城町,,市立資料館,種子 キリーク,,②,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1516,274,阿弥陀如来種子板碑,,不明,,城町,,市立資料館,種子 キリーク,,②,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1415,275,釈迦如来種子板碑,,嘉元3年,1305,城町,,市立資料館,種子 バク,,②,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1498,276,釈迦如来種子板碑,,不明,,城町,,市立資料館,種子 バク,,②,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1435,277,阿弥陀三尊種子板碑,,元徳年間,1329～1331,城町,,市立資料館,種子 キリーク他,,②,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1454,278,阿弥陀三尊種子板碑,,観応3年,1352,城町,,市立資料館,種子 キリーク他,,②,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1496,279,阿弥陀三尊種子板碑,,明応5年,1496,城町,,市立資料館,種子 キリーク他,,②,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1440,280,種子不明板碑,,建武年間,1334～1336,城町,,市立資料館,,,②,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1489,281,種子不明板碑,,応仁年間,1467～1469,城町,,市立資料館,,,②,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1515,282,種子不明板碑,,不明,,城町,,市立資料館,,,②,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1571,283,阿弥陀三尊像,,鎌倉時代,推定,城町,,市立資料館,観性寺,,②,,,,,0.00000000 ,0.00000000 ,,,,,,,,
68,284,観性寺阿弥陀三尊,立像,推定鎌倉時代,,城町,,市立図書館,舟型背面、浮彫,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
146,285,弘安七年一尊板碑,,弘安7年,1284,城町,,市立図書館,華瓶1個,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
147,286,弘安九年弥陀板碑,,弘安9年,1286,城町,,市立図書館,種子 キリーク,,②③⑧,,,,,0.00000000 ,0.00000000 ,"市史 特別編4 P.432 No,9","市誌 歴史編 P.955 No,4",,,,,,
148,287,永仁元年釈迦一尊板碑,,永仁元年,1293,城町,,市立図書館,種子 バク,,②③⑧,,,,,0.00000000 ,0.00000000 ,"市史 特別編4 P.434 No,12","市誌 歴史編 P.955 No,6",,,,,,
150,288,嘉元三年弥陀一尊板碑,,嘉元3年,1305,城町,,市立図書館,種子 キリーク,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
151,289,嘉元四年弥陀一尊,,嘉元4年,1306,城町,,市立図書館,種子 キリーク,,②③⑧,,,,,0.00000000 ,0.00000000 ,"市史 特別編4 P.436 No,23","市誌 歴史編 P.955 No,17",,,,,,
152,290,徳治元年釈迦板碑,,徳治元年,1306,城町,,市立図書館,種子 バク,,③⑧,,,,,0.00000000 ,0.00000000 ,"市誌 歴史編 P.955 No,18",,,,,,,
153,291,正和三年弥陀一尊真言板碑,,正和3年,1314,城町,,市立図書館,種子 キリーク,,②③⑧,,,,,0.00000000 ,0.00000000 ,"市史 特別編4 P.438 No,33","市誌 歴史編 P.955 No,23",,,,,,
155,292,元享四年三尊板碑,,元享4年,1324,城町,,市立図書館,種子 サク,,②③,,,,,0.00000000 ,0.00000000 ,"市史 特別編4 P.440 No,43",,,,,,,
156,293,元享四年板碑,,元享4年,1324,城町,,市立図書館,,,②③⑧,,,,,0.00000000 ,0.00000000 ,"市史 特別編4 P.440 No,42","市誌 歴史編 P.956 No,29",,,,,,
157,294,元徳三年弥陀真言板碑,,元徳3年,1331,城町,,市立図書館,種子 キリーク,,②③,,,,,0.00000000 ,0.00000000 ,"市史 特別編4 P.442 No,54",,,,,,,
159,295,暦応二年弥陀真言板碑,,暦応2年,1339,城町,,市立図書館,種子 キリーク,,②③,,,,,0.00000000 ,0.00000000 ,"市史 特別編4 P.444 No,67",,,,,,,
160,296,暦応三年弥陀三尊板碑,,暦応3年,1340,城町,,市立図書館,華瓶1個　弥陀三尊,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
161,297,暦応四年弥陀板碑,,暦応4年,1341,城町,,市立図書館,種子 キリーク,,②③⑧,,,,,0.00000000 ,0.00000000 ,"市史 特別編4 P.446 No,71","市誌 歴史編 P.956 No,45",,,,,,
162,298,観応三年真言板碑,,観応3年,1352,城町,,市立図書館,華瓶1対　光明真言,,③⑧,,,,,0.00000000 ,0.00000000 ,"市誌 歴史編 P.957 No,59",,,,,,,
163,299,延文二年板碑,,延文2年,1357,城町,,市立図書館,,,②③,,,,,0.00000000 ,0.00000000 ,"市史 特別編4 P.448 No,89",,,,,,,
164,300,延文三年弥陀真言板碑,,延文3年,1358,城町,,市立図書館,光明真言,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
166,301,永和二年弥陀板碑,,永和2年,1376,城町,,市立図書館,種子 キリーク,,②③⑧,,,,,0.00000000 ,0.00000000 ,"市史 特別編4 P.452 No,108","市誌 歴史編 P.957 No,73",,,,,,
167,302,応永四年弥陀板碑,,応永4年,1397,城町,,市立図書館,種子 キリーク,,②③,,,,,0.00000000 ,0.00000000 ,"市史 特別編4 P.456 No,126",,,,,,,
168,303,応永三十年弥陀板碑,,応永30年,1423,城町,,市立図書館,種子 キリーク,,②③,,,,,0.00000000 ,0.00000000 ,"市史 特別編4 P.458 No,136",,,,,,,
169,304,応永三十二年弥陀一尊板碑,,応永32年,1425,城町,,市立図書館,種子 キリーク,,②③,,,,,0.00000000 ,0.00000000 ,"市史 特別編4 P.458 No,137",,,,,,,
170,305,応永弥陀一尊板碑,,応永年間,1394～1427,城町,,市立図書館,種子 キリーク,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
171,306,永享六年大日一尊板碑,,永享6年,1434,城町,,市立図書館,種子 バン,,②③,,,,,0.00000000 ,0.00000000 ,"市史 特別編4 P.460 No,141",,,,,,,
172,307,嘉吉四年一尊板碑,,嘉吉4年,1444,城町,,市立図書館,増房禅門,,②③,,,,,0.00000000 ,0.00000000 ,"市史 特別編4 P.460 No,142",,,,,,,
